province	year	source_id	source_name	source_url	source_edition	table_id	table_title	source_pdf_page	extraction_status	quality_flag	resource_definition	denominator_population	denominator_unit	denominator_source_id	denominator_notes	value_total_health_institution_beds	value_hospital_beds	value_comprehensive_hospital_beds	value_per_10000_population_total_health_institution_beds	value_per_10000_population_hospital_beds	value_per_10000_population_comprehensive_hospital_beds	unit	notes
山东省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	98470000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	519369	378884	270657	52.74388138519346	38.47709962425104	27.48623946379608	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
河南省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	94800000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	489621	358341	259981	51.64778481012659	37.7996835443038	27.424156118143458	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
湖北省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	58520000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	343147	243481	176248	58.63755980861244	41.606459330143544	30.117566643882434	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
湖南省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	67830000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	396950	275881	183952	58.521303258145366	40.67241633495504	27.11956361491965	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
广东省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	108490000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	435666	345258	249668	40.157249516084434	31.823946907549082	23.012996589547424	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
广西壮族自治区	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	47960000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	214485	140306	96504	44.72164303586322	29.254795663052544	20.121768140116764	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
海南省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	9110000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	38698	30251	22573	42.478594950603735	33.20636663007684	24.778265642151485	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
重庆市	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	30170000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	176549	123855	84613	58.518064302287044	41.052369903878024	28.045409347033477	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
四川省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	82040000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	488755	345771	235351	59.575207215992194	42.14663578742077	28.687347635299854	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
贵州省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	35300000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	196422	148112	112175	55.64362606232295	41.95807365439093	31.777620396600568	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
云南省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	47420000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	237597	181269	132132	50.10480809784901	38.22627583298186	27.86419232391396	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
西藏自治区	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	3240000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	14013	9944	7598	43.25	30.691358024691358	23.450617283950617	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
陕西省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	37930000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	211885	167248	125440	55.8621144213024	44.09385710519378	33.071447403110994	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
甘肃省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	26000000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	127743	94596	67077	49.13192307692308	36.38307692307693	25.798846153846153	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
青海省	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	5880000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	34546	28322	20012	58.7517006802721	48.16666666666667	34.034013605442176	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
宁夏回族自治区	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	6680000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	33804	29566	23313	50.604790419161674	44.26047904191616	34.8997005988024	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
新疆维吾尔自治区	2015	nhc_yearbook_2016_pdf_archived	China Health Statistical Yearbook 2016	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/201706/05a4a714a05e44b59a86ff271675c653.shtml	2016	3-1-3	2015年各地区医疗卫生机构床位数	76	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	23600000	persons	natcm_2015_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	150263	118024	89394	63.670762711864406	50.010169491525424	37.87881355932203	beds	Official yearbook PDF page 76; 31 province rows and all three published national totals verified.
北京市	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	21540000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	123626	116397	63924	57.393686165273905	54.03760445682452	29.676880222841223	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
天津市	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	15600000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	68247	60337	34258	43.74807692307692	38.677564102564105	21.96025641025641	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
河北省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	75560000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	421916	320739	232737	55.838538909475915	42.448253043938585	30.80161461090524	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
山西省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	37180000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	208305	163584	109641	56.02608929532006	43.997848305540614	29.48924152770307	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
内蒙古自治区	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	25340000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	159006	126378	76921	62.7490134175217	49.872928176795575	30.355564325177586	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
辽宁省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	43590000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	314440	265968	176886	72.13581096581784	61.015829318651065	40.57949070887818	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
吉林省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	27040000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	166994	140384	93456	61.758136094674555	51.917159763313606	34.56213017751479	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
黑龙江省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	37730000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	250129	209578	147390	66.29446064139941	55.54677975086138	39.064404982772324	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
上海市	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	24240000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	139029	120787	66398	57.35519801980198	49.82962046204621	27.39191419141914	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
江苏省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	80510000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	491512	387981	233231	61.04980747733201	48.19041112905229	28.969196373121353	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
浙江省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	57370000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	332086	293690	178012	57.884957294753356	51.19226076346522	31.02876067631166	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
安徽省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	63240000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	328123	253595	177059	51.88535736875395	40.100411132194814	27.99794433902593	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
福建省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	39410000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	192473	148012	98517	48.838619639685355	37.55696523724943	24.997970058360824	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
江西省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	46480000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	249490	172843	117398	53.67685025817556	37.186531841652325	25.25774526678141	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
山东省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	100470000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	608459	460703	321660	60.56126206827909	45.85478252214592	32.01552702299194	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
河南省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	96050000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	608519	455677	326630	63.3543987506507	47.4416449765747	34.006246746486205	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
湖北省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	59170000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	393514	281455	198116	66.50566165286463	47.56717931384147	33.48250802771675	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
湖南省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	68990000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	482439	346350	225670	69.92883026525583	50.202927960573994	32.71053775909552	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
广东省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	113460000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	516929	416243	289107	45.56046183677067	36.686321170456544	25.480962453728186	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
广西壮族自治区	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	49260000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	255940	173207	112523	51.95696305318717	35.16179455948031	22.842671538773853	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
海南省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	9340000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	44800	35863	26612	47.96573875802998	38.397216274089935	28.492505353319057	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
